,Unnamed: 0,word_us,word_length,n_phon,nonword,n_phon_nw,ipa_words,ipa_nonwords,ipa_words_shuffle_0,ipa_nonwords_shuffle_0,ipa_words_shuffle_1,ipa_nonwords_shuffle_1,ipa_words_shuffle_2,ipa_nonwords_shuffle_2,ipa_words_shuffle_3,ipa_nonwords_shuffle_3,ipa_words_shuffle_4,ipa_nonwords_shuffle_4
9071,9071,tenderloin,10,9,tendorlain,9,tɛndɚlɔɪn,tɛndɔːɹleɪn,tnɪɛlnɔdɚ,ɔːneɛtdnɹlɪ,ɪnlnɛɚdtɔ,ɪɹɔndtlneːɛ,ɔɛɚnnɪltd,tɛdlːɪnɔneɹ,ndɔɚlnɛtɪ,dnlnɹɛteɔːɪ,ɛdlnɪnɚtɔ,ɪɛnːɹɔneltd
9072,9072,tendon,6,6,tondin,6,tɛndən,tɑːndɪn,dɛntnə,ɑndːɪtn,ətnɛdn,nːdtɪnɑ,ntnədɛ,ndtnɑɪː,dnəntɛ,dtnnɑɪː,tɛnədn,nnːɪɑdt
9073,9073,tennis,6,5,teppis,5,tɛnɪs,tɛpiz,sɛtɪn,ɛzipt,tnɪɛs,zɛtpi,ɛsntɪ,ɛtipz,sɪɛtn,iptɛz,ɪtnsɛ,zpɛit
9074,9074,tenor,5,5,tifor,5,tɛnɚ,tɪfɚ,nɚɛt,tfɚɪ,nɛɚt,ɪtɚf,ɚtɛn,fɪɚt,ɚtɛn,ɚftɪ,tɛnɚ,ftɪɚ
9075,9075,tense,5,4,telms,5,tɛns,tɛlmz,ɛtsn,ɛlmtz,ɛsnt,lɛmtz,ɛtsn,tzmlɛ,stɛn,ɛlmtz,nɛst,ztmlɛ
9076,9076,tension,7,6,tunsive,6,tɛnʃən,tʌnsɪv,ʃəɛntn,vtɪsnʌ,ənʃɛtn,ʌtsɪnv,nətnɛʃ,sɪtnvʌ,ʃnɛtnə,snvʌɪt,tnʃəɛn,vsʌtɪn
9077,9077,tent,4,4,tunt,4,tɛnt,tʌnt,tntɛ,ttʌn,tɛnt,ntʌt,ttnɛ,tntʌ,nttɛ,tʌtn,nttɛ,tʌnt
9078,9078,tentacle,8,8,tentomle,8,tɛntəkəl,tɛntɑːməl,ətəktɛnl,nɛtmːɑlət,lnəktɛtə,ɛtlnːɑtmə,ləttɛənk,mtɛnːɑtlə,tkəəltnɛ,təmnːɛtlɑ,əktntəɛl,ətɛnɑtːml
9079,9079,tentative,9,8,tentotave,8,tɛntətɪv,tɛntoʊteɪv,ɛɪttətnv,vtoɪeɛtʊtn,ttvɛtnɪə,oɪtettnʊvɛ,tnvəɛttɪ,ɪntɛotetvʊ,ɛvnttəɪt,nttɪevoʊɛt,təɛvntɪt,notvɛtɪʊet
9080,9080,tequila,7,6,teguilo,6,təkiːlə,tɛɡwɪloʊ,əkəːtil,tɪoɛɡwlʊ,təəːlik,ɛtlwʊɡoɪ,əəikːlt,ɛɡtʊolwɪ,əəːltik,ɛoʊltɡwɪ,iəəkltː,ɪɛoɡltwʊ
9081,9081,term,4,4,telk,4,tɜːm,tɛlk,ːtɜm,tlɛk,tɜmː,tɛlk,ːɜmt,ɛlkt,ːtmɜ,klɛt,ɜmtː,ktlɛ
9082,9082,terminal,8,7,terrifal,7,tɜːmɪnəl,tɛɹɪfəl,mltnɪɜəː,ɪətɛlɹf,lːɪɜmtnə,ɪɛləfɹt,nəmtɪlɜː,ɹɛəɪftl,mːtnəɜlɪ,ɹlɛfətɪ,ɜəlnmɪtː,tlɛfɹɪə
9083,9083,terminate,9,8,terfirate,8,tɜːmᵻneɪt,tɜːfᵻɹeɪt,ɪentmɜtᵻː,ettɹɜɪᵻːf,ɜttmenɪːᵻ,teᵻfːtɜɪɹ,tɜenɪːtᵻm,tɪːɜfeɹtᵻ,ɜːɪtntᵻme,ɹːᵻɜtfetɪ,nɪtmɜeᵻtː,ɹɜttɪeːfᵻ
9084,9084,termination,11,10,tercimative,10,tɜːmᵻneɪʃən,tɜːsɪmətɪv,nənɜeːmtɪᵻʃ,ɪɜvttːɪsəm,ːəᵻnɪmeɜtʃn,əsːtɜvtɪmɪ,ʃnᵻtɜenməːɪ,məːɪvtsɜɪt,ʃnɜːetnmɪəᵻ,tɪɪvsɜəmːt,ʃɪenmnəᵻːtɜ,ɪəmtvɪstɜː
9085,9085,terminology,11,11,terminalory,11,tɜːmɪnɑːlədʒi,tɜːmɪnælɚɹi,tʒɪlːɜɑədːimn,tɹmlɚæinːɪɜ,ɑʒəːidɜnltːmɪ,ɹːɚɜlitæmɪn,ʒɑːɜdːiɪnltmə,ɜɹtɚæimːnɪl,ːdːlɪtnʒməiɑɜ,ɜːmltiɪɹænɚ,ɪlətɜːdiɑnːmʒ,æɜtɪmɚniːlɹ
9086,9086,termite,7,6,tarmate,6,tɜːmaɪt,tɑːɹmeɪt,aɪtɜmtː,ɪtɹeːtmɑ,ɪmːtɜat,tɑːtemɪɹ,atɪmɜtː,tmeːɑɪtɹ,tɜtɪamː,ttmeɑɪɹː,tːtɪamɜ,ːeɹɑɪtmt
9087,9087,terrace,7,5,teppace,5,tɛɹɪs,tɛpeɪs,sɪɛtɹ,tɪpɛse,ɪɹɛst,seɛtpɪ,stɛɪɹ,ɛtpesɪ,ɹɛɪst,pesɛɪt,tɹɪsɛ,ptsɪeɛ
9088,9088,terrain,7,5,teppain,5,tɚɹeɪn,tɛpeɪn,ɪɚntɹe,entɪɛp,ɪɹnteɚ,ɪteɛnp,nɚɪtɹe,tenɪɛp,neɪɹtɚ,ptɪneɛ,ɚetɪnɹ,ntɪpeɛ
9089,9089,terrible,8,7,terromle,7,tɛɹᵻbəl,tɛɹɑːməl,bᵻɹləɛt,lɑməɛːtɹ,ɛɹtəᵻlb,lɑtɹmɛːə,lɛtɹbᵻə,tːɑɛmɹəl,ɹɛlbᵻtə,mlɑɛɹəːt,bəɛɹlᵻt,əlɛɑɹtmː
9090,9090,terrier,7,6,terroen,6,tɛɹiɚ,tɛɹoʊn,itɛɚɹ,ʊɹtnoɛ,itɛɚɹ,ʊɹnɛot,iɛtɚɹ,ɛʊnɹto,ɚɛtɹi,nɹoɛʊt,ɚtiɹɛ,oʊɛtɹn
9091,9091,terrific,8,7,terrofin,7,tɚɹɪfɪk,tɛɹəfɪn,ɪɹɪfktɚ,ɹəɛftɪn,ɹɪɚɪkft,tɪənɛɹf,tɪɹkɪfɚ,ɪfɹəɛtn,ɪtɹɚfɪk,ɛfɪɹnət,tfɪɚkɪɹ,ɪtɛfəɹn
9092,9092,terrify,7,6,terromy,6,tɛɹᵻfaɪ,tɛɹəmi,ɪfaɛɹᵻt,ətiɛmɹ,ᵻfɪɹtɛa,tiɛəmɹ,fᵻaɛtɪɹ,əmiɛɹt,aɹtfɪᵻɛ,əɹmtɛi,ɪftᵻaɹɛ,məitɹɛ
9093,9093,territorial,11,10,tersitudian,11,tɛɹɪtɔːɹɪəl,tɜːsɪtuːdiən,ɹəɔɛɪtltɹːɪ,ttːədsiɜːnɪu,ːɹɔɪtltɛəɹɪ,sitdtːɜuəːɪn,ɛɪtɔlɹɹːtəɪ,sɪɜtdəuːitːn,ɪɛəɪɹːɹttɔl,dːəɜuntiɪsːt,ltɪɹtɹɔɪːəɛ,ɜtintːəːɪusd
9094,9094,territory,9,8,termicoly,9,tɛɹɪtɔːɹi,tɜːmɪkɑːli,ɛttiɹɪːɹɔ,imɪlːːtɜkɑ,ɪːttɔɛɹiɹ,kmlːɑtiɪɜː,ɹttɪɔɛɹiː,lmtɜɑkːːiɪ,tɛɹɔiɹtɪː,iːkmːlɜɪtɑ,ɹɪɔtːɹitɛ,ːkːɜliɪmɑt
9095,9095,terror,6,5,teffor,5,tɛɹɚ,tɛfɚ,ɛɹtɚ,fɛɚt,ɹɚɛt,ɛɚft,ɚɛɹt,ɛtfɚ,ɚɛtɹ,tɛfɚ,ɛɚɹt,tfɛɚ
9096,9096,test,4,4,terg,4,tɛst,tɜːɡ,sɛtt,ːɜtɡ,sttɛ,tɜɡː,ttɛs,ɡːtɜ,tsɛt,ːtɡɜ,ttɛs,ːɜtɡ
9097,9097,testament,9,9,testomint,9,tɛstəmənt,tɛstəmɪnt,ttmənɛsət,msntɛɪttə,ɛətəsmtnt,ɪstmttɛnə,ntməɛətts,nstəttɛɪm,tɛtənəmts,tɛɪstətmn,msətttəɛn,ɛmtntəɪst
9098,9098,tester,6,6,tister,6,tɛstɚ,tɪstɚ,stɚtɛ,ɪtɚts,sttɚɛ,ɚɪtst,ttsɛɚ,ɪsɚtt,ɛsttɚ,ɪtɚts,ɛtɚts,tɚtɪs
9099,9099,testes,6,6,tictis,6,tɛstiːz,tɪktiz,ziɛːstt,titkzɪ,ɛizttːs,ttiɪzk,ittsːɛz,ikɪtzt,ːtiszɛt,zttkiɪ,tɛːizts,ttzkiɪ
9100,9100,testicle,8,8,testople,8,tɛstɪkəl,tɛstɑːpəl,ɛəkltɪts,ːpətstlɑɛ,tlɛəsɪkt,ːtptsɑəlɛ,əktɪsɛlt,tɛlətpɑːs,ktləɛsɪt,lsptɑtəːɛ,ɛsɪlkttə,ɛəːtptlɑs
9101,9101,testify,7,7,testory,7,tɛstᵻfaɪ,tɛstɚɹi,tfɛaɪᵻst,tɚsiɛtɹ,sɪfttaɛᵻ,ɹittɚɛs,ttɪasfᵻɛ,tɛiɚɹts,fasɛtɪtᵻ,itɹtɛsɚ,ᵻfttɪɛsa,ɚsɛtiɹt
9102,9102,testimonial,11,11,testomitian,11,tɛstᵻmoʊnɪəl,tɛstəmɪʃən,tɪᵻɛəʊtnsoml,ʃmttəəsɛnɪ,ʊmlsɪᵻəttɛno,ʃtəɛntsəmɪ,əloᵻnʊttsɪɛm,ɛtsʃətnɪmə,ʊᵻmətoɛntslɪ,əsʃnɪtmɛtə,ɪᵻoʊmlntətsɛ,əsəmɪntɛtʃ
9103,9103,testimony,9,9,testedocy,9,tɛstᵻməni,tɛstɪdɑːsi,nətiᵻmsɛt,tsɪdɛɑiːts,misᵻtntəɛ,ɑɛditːstsɪ,ᵻtniətmsɛ,ɪstɛiɑsːdt,itᵻsmətɛn,tsɪiːdsɛɑt,əsmitɛnᵻt,sttiːɑɪsɛd
9104,9104,testy,5,5,tisty,5,tɛsti,tɪsti,ɛitts,stɪit,tɛits,ɪtsti,ttɛis,istɪt,iɛtts,ttɪsi,sɛtti,tiɪts
9105,9105,text,4,5,tewt,4,tɛkst,tuːt,ttɛsk,utːt,ttskɛ,ttːu,kɛtst,ːttu,tɛstk,tuːt,kɛtst,tːtu
9106,9106,textbook,8,8,tertbeek,7,tɛkstbʊk,tɜːtbiːk,kktbʊtɛs,kɜitːbtː,ɛtbsʊktk,tːibtɜːk,ɛbtkʊkst,ɜːbtːtki,ktktɛʊsb,ikːːbɜtt,sʊkktbɛt,tːbːiɜtk
9107,9107,textile,7,7,tertale,6,tɛkstaɪl,tɜːɾeɪl,kɛaɪltts,ːtɜlɾɪe,kɛɪstlat,ɾːletɪɜ,tkɪɛaslt,lːɾeɜɪt,kɪltstaɛ,ɾlɪɜtːe,talɛɪstk,ɪɾtelɜː
9108,9108,texture,7,7,tedtore,6,tɛkstʃɚ,tɛdtɚ,ɚtɛsʃtk,tɛɚtd,ttskɚʃɛ,ttdɛɚ,ʃktɚstɛ,dttɚɛ,skɚɛtʃt,ɛtɚdt,ɚʃttkɛs,ɛtdtɚ
9109,9109,thank,5,4,thash,3,θæŋk,θæʃ,ŋæθk,æʃθ,kθŋæ,θʃæ,æŋkθ,æʃθ,θkŋæ,ʃæθ,ækθŋ,θʃæ
9110,9110,thanksgiving,12,10,thanksgoring,10,θæŋksɡɪvɪŋ,θæŋksɡɚɹɪŋ,ɡθksŋæɪvŋɪ,ɪkɹθsŋŋæɡɚ,ækvŋŋsθɪɡɪ,ɡɹθŋɚksæŋɪ,ɪθŋɡkvæɪsŋ,ɹθæŋɚɡɪŋks,ɡæsθkɪɪŋvŋ,æθksɡŋɹɚŋɪ,ɪskvŋθɪæɡŋ,ɪŋɹɡɚæŋsθk
9111,9111,thaw,4,2,thadge,3,θɔː,θædʒ,ːɔθ,ʒθæd,ɔːθ,æʒdθ,θːɔ,æθdʒ,ːθɔ,ʒθdæ,θːɔ,æʒθd
9112,9112,theater,7,6,theopre,5,θiəɾɚ,θiːəpɹɛ,iθɚəɾ,ɛəpːɹiθ,ɚθɾiə,əɹːiθpɛ,ɾθəɚi,ɹiɛːpəθ,θiəɚɾ,əpɛɹːiθ,ɚiθəɾ,ɹθpɛiːə
9113,9113,theatrical,10,9,theaclinal,9,θiːætɹɪkəl,θiːklɪnəl,ɹəːtɪkilθæ,liəɪkθnːl,lktːɪiθæɹə,ləθɪnːlki,æiθɪlːtəɹk,ːnləθlkɪi,æklitɪɹːθə,ːənkɪθlli,ilkːtæɹəɪθ,ːlθəinlɪk
9114,9114,theft,5,4,theld,4,θɛft,θɛld,θtɛf,lθɛd,θtfɛ,θldɛ,ɛθft,θldɛ,tθfɛ,dθɛl,θtɛf,dθɛl
9115,9115,theme,5,3,thert,4,θiːm,ðɜːt,iːmθ,ːɜtð,iːmθ,ɜðtː,θmːi,ɜːtð,θmːi,ːɜtð,θːmi,tðɜː
9116,9116,themselves,10,8,thimserves,8,ðɛmsɛlvz,θɪmsɜːvz,zɛɛðsmvl,mɜɪvsθzː,mðzɛlɛvs,zːɪsmvɜθ,lɛzɛðmsv,vɪːθzsmɜ,lvzɛsðɛm,mzɜɪːsvθ,ðɛvlɛzms,ːvɪmzθɜs
9117,9117,theology,8,7,theoropy,7,θɪɑːlədʒi,θiəɹəpi,əiɪdθlʒːɑ,əpəθiiɹ,ːlθdəʒɑiɪ,iɹəpθəi,idɪəːθlɑʒ,iəiɹpəθ,ːɪθiəʒldɑ,əpiiθəɹ,ɪθːlɑiʒdə,iɹiəəθp
9118,9118,theoretical,11,10,theorecimal,10,θiəɹɛɾɪkəl,θiəɹɪsɪməl,kɛɪəiθɾləɹ,əmɹəɪiɪθsl,θlɪəɹɛkiɾə,ɹθɪəsəilɪm,lɹθiɪkɾəɛə,əslθɪɪiməɹ,ɹlɾɛiəθɪək,ɪɪiɹəəmlθs,iəɛɪɹθləɾk,ɪsiməθəɪlɹ
9119,9119,theorize,8,6,thearaze,6,θiəɹaɪz,θɪɹəz,əɹɪiaθz,ɹɪθzə,iɪθɹəaz,əzθɹɪ,ɹiɪθazə,ɹɪθzə,θiɹəzaɪ,ɹzəθɪ,iəɪɹaθz,ɪzəɹθ
9120,9120,theory,6,4,theamy,5,θiəɹi,θiːmi,θiəɹi,ːimiθ,iiθəɹ,mθiːi,iəɹθi,mːiθi,iɹθəi,imθːi,iiəθɹ,θmiːi
9121,9121,therapeutic,11,10,therapaetis,9,θɛɹəpjuːɾɪk,θɛɹəpiːɾiz,ɪːɹkuɾɛjpəθ,ɛɾzəpːiɹiθ,ːɛpkuɾɪɹəθj,iɛθiɹzːpəɾ,əːɾkɹɛjupθɪ,zːɹpθiiəɾɛ,ɾɪpθəɹujkːɛ,θɛiəɾziɹpː,ɹpθəɾɛukjːɪ,əθɛɹizɾiːp
9122,9122,therapy,7,6,theromy,6,θɛɹəpi,ðɚɹoʊmi,θiɛpəɹ,ðɹɚmoiʊ,ɹipθɛə,omɹiðɚʊ,ɹɛiəθp,ʊðoɹiɚm,ɛpɹiθə,iɹɚoðmʊ,əɛpɹiθ,iomɹʊðɚ
9123,9123,therefore,9,6,thurefare,6,ðɛɹfɔːɹ,θjʊɹɹɪfɛɹ,ːɛɔfɹɹð,ɹʊɹɪɛθfjɹ,ɹðɹɛfːɔ,ɹfʊɹɹθɪjɛ,ðːɔfɹɹɛ,θɪɹɛfjɹɹʊ,ɹːðɹɔfɛ,ɹɹʊfɪjɹɛθ,fɔɹɹðɛː,ɹθɪɹfjɹʊɛ
9124,9124,thermal,7,6,thormil,6,θɜːməl,θɔːɹmɪl,θɜməːl,mɔlːθɹɪ,ləθmːɜ,ɪɹmθɔːl,əlmɜːθ,ːɔɹlɪθm,mɜːəlθ,ɪθmlɔːɹ,ɜːləθm,θɪɔmɹːl
9125,9125,thermometer,11,10,thermineber,10,θɜːmɑːmɪɾɚ,θɜːmaɪnbɚ,ɜθɾmɚɪːmːɑ,bnmɚaθɜɪː,ɾmmɪːːɚɑθɜ,ɪnɚbaɜθmː,ɚɑɜmːmθɾɪː,ːmbaɜnθɪɚ,ɑɪɾːmɚθɜmː,ɜɪɚaːθbnm,ːɾɪθɑɜmmɚː,ɚθanːɪɜbm
9126,9126,thermostat,10,9,thermestit,9,θɜːməstæt,θɜːmɪstɪt,æːmttθsɜə,tmːstɪθɜɪ,sæɜmːtəθt,mɪɪːɜttθs,æːmtɜətθs,θtɪsːɜtɪm,təsmæːɜθt,tːɪtθsɜɪm,tːsæɜmtəθ,tːmθɪtsɪɜ
9127,9127,thermostatic,12,11,thermicratid,11,θɜːməstæɾɪk,θɜːmɪkɹæɾɪd,sɾɪæθmkːtɜə,ɹmɪɾɜɪkdθæː,ɾtθəkɪːsmɜæ,ːkθæɹɪmɜɾɪd,æmkətɜːɪsθɾ,θɪːkmɪdɜɾæɹ,ktθæɾsmːɜɪə,æɾdmɹkːɪɜθɪ,ɜæməθɾkːtsɪ,mɜkɪθɪɾædɹː
9128,9128,these,5,3,thuse,3,ðiːz,ðjuːs,ðziː,ðujsː,iðzː,uːsjð,iðzː,ːðsuj,ːðiz,jːuðs,ːizð,ðːjus
9129,9129,thesis,6,5,thasus,5,θiːsɪs,θæsəs,isɪsːθ,əæθss,iɪθsːs,θəæss,sɪθːis,əssθæ,sθsːɪi,sθæəs,sθsːɪi,θæssə
9130,9130,thick,5,3,thodge,3,θɪk,θɑːdʒ,ɪθk,ɑʒdθː,ɪkθ,θʒɑdː,θkɪ,dʒθːɑ,kɪθ,ːʒɑθd,kθɪ,θʒːɑd
9131,9131,thicken,7,5,thocken,5,θɪkən,θɑːkən,əɪnkθ,ːnkəθɑ,θnkəɪ,ːəkɑθn,knθəɪ,nəːθɑk,ənɪkθ,ːθənɑk,əθɪkn,əːɑθkn
9132,9132,thicket,7,5,thocket,5,θɪkɪt,θɑːkɪt,ɪtθɪk,ɪθktɑː,tkθɪɪ,ːkθɑɪt,ɪtθkɪ,tːθɑkɪ,ɪθkɪt,θɪktɑː,ɪɪθkt,θtɪɑkː
9133,9133,thief,5,3,thouf,3,θiːf,θuːf,θfːi,θuːf,fːiθ,θːuf,fiːθ,θːfu,θːfi,ːufθ,fːiθ,ufθː
9134,9134,thieve,6,3,thiest,5,θiːv,θiːst,vːθi,ːsθit,θːvi,ːstiθ,ːivθ,tsθːi,θivː,istːθ,θiːv,iθːst
9135,9135,thievery,8,6,thieveny,6,θiːvɚɹi,θiːvɛni,vɚɹiθiː,θːviiɛn,ɚiiːθvɹ,θivːɛin,ɹiːθiɚv,ːθiiɛnv,ːiiɹvθɚ,nθːvɛii,ɹiiɚvθː,ɛθivːin
9136,9136,thieves,7,4,thooves,4,θiːvz,θuːvz,vzθiː,vzːθu,ːθviz,zuθːv,zːθiv,θuvzː,ːvθiz,uvːθz,izːvθ,vθːzu
9137,9137,thigh,5,2,thisk,4,θaɪ,θɪsk,ɪθa,θskɪ,aθɪ,ɪθks,θaɪ,θkɪs,ɪaθ,skθɪ,θɪa,ɪθks
9138,9138,thimble,7,6,thittle,5,θɪmbəl,θɪɾəl,bɪlmθə,ɪθɾlə,ɪbθlmə,ɪəlθɾ,bmləθɪ,θɾəlɪ,mθlbɪə,ɾɪəθl,lɪθbmə,əɪθlɾ
9139,9139,thin,4,3,thun,3,θɪn,θʌn,θnɪ,θʌn,θɪn,ʌθn,ɪθn,ʌθn,θnɪ,nθʌ,ɪθn,θʌn
9140,9140,thing,5,3,thive,3,θɪŋ,θaɪv,ɪŋθ,vaɪθ,θɪŋ,ɪvaθ,θɪŋ,avɪθ,θɪŋ,θavɪ,ŋɪθ,vaɪθ
9141,9141,think,5,4,thoonk,4,θɪŋk,θuːŋk,θɪŋk,ːθkuŋ,θkɪŋ,uθːkŋ,ɪkθŋ,uːŋkθ,ŋθɪk,kŋːuθ,θkŋɪ,uŋθkː
9142,9142,thinner,7,5,thimmer,5,θɪnɚ,θɪmɚ,ɪθnɚ,ɪɚθm,ɪɚnθ,θɚɪm,θɪnɚ,θmɚɪ,ɪθnɚ,ɪθɚm,θɪɚn,ɚθmɪ
9143,9143,third,5,4,thirk,4,θɜːd,θɜːk,dɜθː,ːɜkθ,dɜːθ,θːkɜ,ɜθdː,ɜθkː,θːɜd,ːθkɜ,θɜːd,ɜːkθ
9144,9144,thirst,6,5,thorst,5,θɜːst,θɔːɹst,sːɜtθ,ɹθstːɔ,stθɜː,ɹsɔθːt,tɜθːs,sθːɔtɹ,tsːθɜ,ɔθtːsɹ,sɜtθː,tɔɹːsθ
9145,9145,thirteen,8,6,thartoon,6,θɜːtiːn,θɑːɹtuːn,ːinɜtːθ,ːnɑθuːɹt,inθːtːɜ,nuːɑtθːɹ,tnθiɜːː,θːːuɹntɑ,tːiɜnːθ,ɹːθːtunɑ,θːːniɜt,ːtɑɹuθnː
9146,9146,thirty,6,5,thorty,5,θɜːɾi,θɔːɹɾi,θɾiːɜ,ɹːɔɾiθ,ɜiːθɾ,ɹːiɔθɾ,ːθɜiɾ,ɾːɹiθɔ,ːiɜθɾ,θːɾɹiɔ,θɜiɾː,ɔθːɾiɹ
9147,9147,thistle,7,5,thasple,6,θɪsəl,θæspəl,ləɪsθ,θləæsp,əθsɪl,əlæspθ,lθsɪə,æplθəs,ɪθsəl,əθlsæp,ɪləsθ,læspəθ
9148,9148,thong,5,3,thielve,5,θɑːŋ,θiːlv,θɑŋː,vlθːi,ɑːθŋ,vːlθi,θɑːŋ,iθːvl,ɑːŋθ,ːliθv,ɑθːŋ,ilθːv
9149,9149,thorn,5,4,thurg,4,θɔːɹn,θɜːɡ,ːɹɔnθ,ːθɡɜ,θnɔːɹ,ɡɜːθ,θnɹːɔ,θːɡɜ,ɔːnɹθ,ɡːθɜ,ɔːnθɹ,ɜːθɡ
9150,9150,thorough,8,4,thurogue,5,θʌɹoʊ,θjʊɹɹoʊɡ,ʊɹθoʌ,ʊʊoθɹɹjɡ,oʊθɹʌ,ʊjɹoɹɡʊθ,ɹoʌθʊ,oθʊɡɹɹjʊ,ʌɹoʊθ,ʊɹʊjɹoθɡ,oʊʌθɹ,ʊʊoɹjɡθɹ
9151,9151,thoroughbred,12,8,thorouldbrid,10,θʌɹoʊbɹɛd,θɔːɹʊdbɹɪd,θbɹʌoɹɛdʊ,dɹːɪʊɔdɹbθ,ɹdθɹʊɛoʌb,ʊɔɹːθɹbddɪ,ɹʌbɹθʊodɛ,ɹdʊɔɹdbːɪθ,bʌθodɹɛɹʊ,ːʊθbdɹɪdɔɹ,oθʌbɛɹdʊɹ,θːɹddbɪɹʊɔ
9152,9152,those,5,3,thoke,3,ðoʊz,θoʊk,ðzoʊ,koθʊ,ʊzðo,koʊθ,ðozʊ,oθkʊ,zoʊð,oθʊk,ðoʊz,θkʊo
9153,9153,thought,7,3,thounce,4,θɔːt,θaʊns,θtːɔ,ʊaθns,ɔtθː,naʊsθ,θɔtː,ʊθnsa,ɔtθː,ʊansθ,tːɔθ,asθnʊ
9154,9154,thousand,8,6,thursank,7,θaʊzənd,θɜːsæŋk,dənzaʊθ,ːɜθksŋæ,dnaəzθʊ,ɜæːθŋsk,zaənʊθd,ɜθːskæŋ,dʊəazθn,θɜæsːkŋ,azθnədʊ,ŋæsɜːkθ
9155,9155,thrash,6,4,thrank,5,θɹæʃ,θɹæŋk,θɹʃæ,θæɹŋk,ʃɹæθ,ɹŋæθk,ʃæɹθ,ŋɹkθæ,θæʃɹ,ŋkθæɹ,ɹθæʃ,ɹæθŋk
9156,9156,thread,6,4,throod,4,θɹɛd,θɹuːd,dθɹɛ,ɹuːθd,θɹɛd,ɹθdːu,dθɛɹ,dθuːɹ,θdɹɛ,ɹːθud,ɛθdɹ,dːɹθu
9157,9157,threat,6,4,threash,4,θɹɛt,θɹiːʃ,tɛθɹ,iːʃθɹ,ɛθɹt,iːʃθɹ,tθɹɛ,ɹːiθʃ,ɹɛθt,ʃθiːɹ,θɹɛt,iθːɹʃ
9158,9158,three,5,3,threa,4,θɹiː,θɹiə,iθːɹ,iθɹə,ːθiɹ,iɹəθ,ɹːiθ,ɹəθi,ɹiθː,ɹiθə,θiːɹ,iəθɹ
9159,9159,threshold,9,8,thrushald,7,θɹɛʃoʊld,θɹʌʃəld,ɛoʊθdɹʃl,θɹəʌʃld,oʃθɛɹdlʊ,əlʌdʃɹθ,ɹɛlʃdʊoθ,ʌʃəθlɹd,oʃθlʊɛɹd,dlɹəθʃʌ,ʃdɹlʊoθɛ,lʌθdɹʃə
9160,9160,threw,5,3,thraw,3,θɹuː,θɹɔː,ːuɹθ,ɹθːɔ,uːɹθ,ɔɹːθ,uːɹθ,θːɹɔ,ːuɹθ,θɹːɔ,θɹːu,ɔːɹθ
9161,9161,thrift,6,5,thraft,5,θɹɪft,θɹæft,ɪɹfθt,tɹθfæ,ɪfɹθt,θftɹæ,θfɹɪt,tθæfɹ,ɹθfɪt,ætɹθf,ɪθɹft,ætθɹf
9162,9162,thrill,6,4,thrigs,5,θɹɪl,θɹɪɡz,θɪɹl,zɪθɡɹ,θlɪɹ,ɪzθɡɹ,θlɹɪ,ɪθzɡɹ,lɪθɹ,ɪθɹzɡ,ɪθɹl,zɡɪθɹ
9163,9163,thrive,6,4,thrave,4,θɹaɪv,θɹeɪv,ɹvθɪa,ɪθɹve,θɪaɹv,ɪeθvɹ,θvɪɹa,eɹɪvθ,ɹvaθɪ,θeɪɹv,vɹɪaθ,ɹɪevθ
9164,9164,thriving,8,6,thruding,6,θɹaɪvɪŋ,θɹuːdɪŋ,θɪŋvɹaɪ,θːɪɹŋdu,ɪθvɹɪŋa,dɹuɪːθŋ,ɹɪvaθɪŋ,ɹɪːudŋθ,θvɪŋɪaɹ,ɹŋuɪθdː,ɪaɪɹŋθv,ŋθuːdɪɹ
9165,9165,throat,6,4,troosh,4,θɹoʊt,tɹuːʃ,θotɹʊ,uʃːtɹ,oʊθɹt,tʃɹːu,θotʊɹ,ʃːuɹt,toʊɹθ,ʃuɹːt,oɹtʊθ,ɹːtʃu
9166,9166,throb,5,4,thrub,4,θɹɑːb,θɹʌb,ːɑbθɹ,ɹʌbθ,ɑθɹːb,ʌɹθb,ːbθɹɑ,θɹbʌ,ːbɑɹθ,ʌθɹb,bɑθɹː,ɹʌθb
9167,9167,throne,6,4,threen,4,θɹoʊn,θɹiːn,ʊonθɹ,ːinθɹ,ʊoɹθn,θnɹiː,ʊɹnoθ,ːɹθni,θʊnoɹ,ːθnɹi,ʊθoɹn,ɹnθːi
9168,9168,throughout,10,5,throuseout,6,θɹuːaʊt,θɹaʊsɪaʊt,ːuɹtaʊθ,atsʊaɹɪʊθ,aːtuʊɹθ,ʊɹaaɪʊsθt,tːuɹθaʊ,ʊaθsʊɹtaɪ,ːɹtθuʊa,ɪʊsataɹθʊ,aθtːuʊɹ,ɹθtaʊʊsaɪ
9169,9169,throw,5,3,throg,4,θɹoʊ,θɹɑːɡ,oθɹʊ,ɡːɹɑθ,oʊɹθ,ɑːɹɡθ,θoɹʊ,θɑːɡɹ,oɹθʊ,ɡːɹθɑ,ɹoʊθ,θːɡɹɑ
9170,9170,thrust,6,5,throost,5,θɹʌst,θɹuːst,tʌsɹθ,ɹstuθː,ʌsɹθt,uθstːɹ,ʌɹsθt,uθːsɹt,ɹθʌts,ːθstɹu,θʌstɹ,ɹstuθː
9171,9171,thud,4,3,thed,3,θʌd,θɛd,θʌd,ɛdθ,ʌdθ,θdɛ,dʌθ,θdɛ,dθʌ,ɛdθ,dθʌ,dɛθ
