,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
8582,stamina,7,7,stamora,7,,stæmɪnə,stæmɔːɹə
8583,stamp,5,5,stalt,5,,stæmp,stɔlt
8584,stand,5,5,stape,4,,stænd,steɪp
8585,standard,8,8,stintard,8,,stændɚd,stɪntɑːɹd
8586,standardization,15,14,standardozimion,14,,stændɚdᵻzeɪʃən,stændɚdəzɪmiən
8587,standardize,11,10,standarnase,10,,stændɚdaɪz,stændɑːɹneɪs
8588,standby,7,7,stundby,7,,stændbaɪ,stʌndbi
8589,stank,5,5,stoonk,5,,stæŋk,stuːŋk
8590,stanza,6,6,starka,6,,stænzə,stɑːɹkə
8591,staple,6,6,stoble,6,,steɪpəl,stɑːbəl
8592,star,4,4,stoosh,4,,stɑːɹ,stuːʃ
8593,starch,6,5,starls,6,,stɑːɹtʃ,stɑːɹlz
8594,starfish,8,7,sturfash,7,,stɑːɹfɪʃ,stɜːfæʃ
8595,starling,8,7,sturlink,8,,stɑːɹlɪŋ,stɜːlɪŋk
8596,start,5,5,stoong,4,,stɑːɹt,stuːŋ
8597,startle,7,6,stangle,7,,stɑːɹɾəl,stæŋɡəl
8598,starvation,10,9,starvotoon,9,,stɑːɹveɪʃən,stɑːɹvətuːn
8599,starve,6,5,storve,5,,stɑːɹv,stɔːɹv
8600,state,5,4,stope,4,,steɪt,stoʊp
8601,stateroom,9,7,starereem,6,,steɪtɹuːm,stɛɹiːm
8602,statesman,9,8,staresmen,8,,steɪtsmən,stɛɹsmɛn
8603,static,6,6,shatib,5,,stæɾɪk,ʃæɾɪb
8604,station,7,6,stutive,7,,steɪʃən,stuːɾɪv
8605,stationary,10,9,statialury,10,,steɪʃənɛɹi,steɪʃɪæljʊɹi
8606,statistics,10,10,statintims,10,,stɐtɪstɪks,stætɪntɪmz
8607,statue,6,5,stitoe,5,,stætʃuː,stɪɾoʊ
8608,statuette,9,8,statoitte,7,,stætʃuːɛt,stæɾɔɪt
8609,stature,7,6,stitore,6,,stætʃɚ,stɪɾɚ
8610,status,6,6,shanus,5,,stæɾəs,ʃænəs
8611,statute,7,6,shalute,6,,stætʃuːt,ʃæluːt
8612,statutory,9,9,staturomy,10,,stætʃətɔːɹi,stætʃuːɹəmi
8613,stay,4,3,styng,4,,steɪ,staɪŋ
8614,steady,6,5,steary,6,,stɛdi,stɪɹi
8615,steal,5,4,stike,4,,stiːl,staɪk
8616,steam,5,4,stoom,4,,stiːm,stuːm
8617,steelyard,9,8,steeryark,8,,stiːljɑːɹd,stɪɹjɑːɹk
8618,steep,5,4,stiem,5,,stiːp,stiːm
8619,steeple,7,6,sweeble,6,,stiːpəl,swiːbəl
8620,steer,5,4,steeg,4,,stɪɹ,stiːɡ
8621,stem,4,4,stoim,4,,stɛm,stɔɪm
8622,stench,6,5,stedge,4,,stɛntʃ,stɛdʒ
8623,stencil,7,7,stoncit,7,,stɛnsəl,stɑːnsɪt
8624,step,4,4,stoip,4,,stɛp,stɔɪp
8625,stepbrother,11,10,stepbronder,11,,stɛpbɹʌðɚ,stɛpbɹɑːndɚ
8626,stepsister,10,10,stepsusper,10,,stɛpsɪstɚ,stɛpsʌspɚ
8627,stereo,6,6,steria,6,,stɛɹɪoʊ,stɪɹiə
8628,stereotype,10,9,steriatape,9,,stɛɹɪoʊtaɪp,stɪɹiæɾeɪp
8629,sterile,7,6,swerale,6,,stɛɹəl,swɛɹeɪl
8630,sterility,9,9,stebilicy,9,,stɛɹɪlᵻɾi,stɛbɪlɪsi
8631,sterilization,13,12,sterilozimion,13,,stɛɹɪlᵻzeɪʃən,stɛɹɪləzɪmiən
8632,sterilize,9,8,sterolase,8,,stɛɹəlaɪz,stɛɹəleɪz
8633,sterilizer,10,10,sterinizel,10,,stɛɹəlaɪzɚ,stɛɹɪnɪzəl
8634,sterling,8,7,stimlink,8,,stɜːlɪŋ,stɪmlɪŋk
8635,stern,5,5,storn,5,,stɜːn,stɔːɹn
8636,stethoscope,11,9,stethascape,9,,stɛθəskoʊp,stɛθɐskeɪp
8637,stew,4,4,stel,4,,stuː,stɛl
8638,stick,5,4,stish,4,,stɪk,stɪʃ
8639,stickler,8,8,stucklen,7,,stɪklɚ,stʌklən
8640,sticky,6,5,swicky,5,,stɪki,swɪki
8641,stiff,5,4,stite,4,,stɪf,staɪt
8642,stillborn,9,8,swillbarn,8,,stɪlbɔːɹn,swɪlbɑːɹn
8643,stimulant,9,10,stimorant,9,,stɪmjʊlənt,stɪmɚɹənt
8644,stimulation,11,11,stimucative,11,,stɪmjʊleɪʃən,stɪmjuːkətɪv
8645,stimulus,8,9,stimodus,8,,stɪmjʊləs,stɪmɑːdəs
8646,sting,5,4,stong,4,,stɪŋ,stɑːŋ
8647,stingy,6,6,shinpy,5,,stɪndʒi,ʃɪnpi
8648,stink,5,5,stonk,5,,stɪŋk,stɔŋk
8649,stipulation,11,11,stipucative,11,,stɪpjʊleɪʃən,stɪpjuːkətɪv
8650,stir,4,4,stib,4,,stɜː,stɪb
8651,stirrup,7,6,swirrap,6,,stɪɹʌp,swɜːɹæp
8652,stitch,6,4,stetch,4,,stɪtʃ,stɛtʃ
8653,stock,5,4,stons,5,,stɑːk,stɑːnz
8654,stockbroker,11,10,stockblozer,10,,stɑːkbɹoʊkɚ,stɑːkbloʊzɚ
8655,stockholder,11,10,stockbolden,10,,stɑːkhoʊldɚ,stɑːkboʊldən
8656,stocking,8,6,stushint,7,,stɑːkɪŋ,stʌʃɪnt
8657,stocky,6,5,swocky,5,,stɑːki,swɑːki
8658,stockyard,9,8,swockmard,8,,stɑːkjɑːɹd,swɑːkmɑːɹd
8659,stole,5,4,stote,4,,stoʊl,stoʊt
8660,stolen,6,6,spoden,6,,stoʊlən,spoʊdən
8661,stomach,7,6,stopank,7,,stʌmək,stɑːpæŋk
8662,stone,5,4,stose,4,,stoʊn,stoʊs
8663,stood,5,4,stoot,4,,stʊd,stuːt
8664,stooge,6,4,stooze,4,,stuːdʒ,stuːz
8665,stool,5,4,stoob,4,,stuːl,stuːb
8666,stoop,5,4,stoof,4,,stuːp,stuːf
8667,stop,4,4,stiep,5,,stɑːp,stiːp
8668,stopwatch,9,7,stepwitch,7,,stɑːpwɑːtʃ,stɛpwɪtʃ
8669,storage,7,6,sturard,7,,stɔːɹɪdʒ,stjɚɹɑːɹd
8670,store,5,4,stogs,5,,stɔːɹ,stɑːɡz
8671,storeroom,9,7,sworeroam,6,,stɔːɹuːm,swɔːɹɚɹoʊm
8672,storied,7,6,slovied,6,,stɔːɹid,slʌvid
8673,stork,5,5,stoft,5,,stɔːɹk,stɔft
8674,storm,5,5,stosk,5,,stɔːɹm,stɑːsk
8675,story,5,5,swoby,5,,stɔːɹi,swoʊbi
8676,stout,5,4,steet,4,,staʊt,stiːt
8677,stove,5,4,stosh,4,,stoʊv,stɑːʃ
8678,straddle,8,6,stramfle,8,,stɹædəl,stɹæmfəl
8679,straight,8,5,strafe,5,,stɹeɪt,stɹeɪf
8680,straighten,10,6,scrautchen,7,,stɹeɪtən,skɹɔːtʃən
8681,straightforward,15,12,straightfonwarp,12,,stɹeɪtfɔːɹwɚd,stɹeɪtfənwɔːɹp
8682,straightway,11,7,scrautchmay,7,,stɹeɪtweɪ,skɹɔːtʃmeɪ
8683,strain,6,5,strail,5,,stɹeɪn,stɹeɪl
8684,strainer,8,7,stroiner,7,,stɹeɪnɚ,stɹɔɪnɚ
8685,strand,6,6,strind,6,,stɹænd,stɹɪnd
8686,strange,7,6,strawls,6,,stɹeɪndʒ,stɹɔːlz
8687,stranger,8,8,strunger,8,,stɹeɪndʒɚ,stɹʌndʒɚ
8688,strangle,8,8,strinble,8,,stɹæŋɡəl,stɹɪnbəl
8689,strangulate,11,11,strangolape,10,,stɹæŋɡjʊleɪt,stɹæŋɡəleɪp
8690,strangulation,13,13,strantulonion,13,,stɹæŋɡjʊleɪʃən,stɹæntʃəloʊniən
8691,strap,5,5,strup,5,,stɹæp,stɹʌp
8692,strategic,9,9,stratogin,9,,stɹətiːdʒɪk,stɹæɾədʒɪn
8693,strategist,10,10,stratogust,10,,stɹæɾɪdʒɪst,stɹæɾəɡʌst
8694,strategy,8,8,stratory,8,,stɹæɾədʒi,stɹæɾɚɹi
8695,stratosphere,12,10,stratisphare,10,,stɹæɾəsfɪɹ,stɹæɾɪsfɛɹ
8696,straw,5,4,strag,5,,stɹɔː,stɹæɡ
8697,strawberry,10,8,strawbezzy,8,,stɹɔːbɛɹi,stɹɔːbɛzi
8698,stray,5,4,stras,5,,stɹeɪ,stɹɑːz
8699,streak,6,5,streal,5,,stɹiːk,stɹiːəl
8700,stream,6,5,strome,5,,stɹiːm,stɹoʊm
8701,street,6,5,streef,5,,stɹiːt,stɹiːf
8702,strength,8,7,streorge,6,,stɹɛŋθ,stɹɪɔːɹdʒ
8703,strengthen,10,9,straunchen,8,,stɹɛŋθən,stɹɔːntʃən
8704,stress,6,5,struss,5,,stɹɛs,stɹʌs
8705,stretch,7,5,strotch,5,,stɹɛtʃ,stɹɑːtʃ
8706,stricken,8,7,strucken,7,,stɹɪkən,stɹʌkən
8707,strict,6,6,struct,6,,stɹɪkt,stɹʌkt
8708,stride,6,5,straish,5,,stɹaɪd,stɹeɪɪʃ
8709,striding,8,7,struding,7,,stɹaɪdɪŋ,stɹuːdɪŋ
8710,strike,6,5,struke,5,,stɹaɪk,stɹuːk
8711,string,6,5,strunk,6,,stɹɪŋ,stɹʌŋk
8712,strip,5,5,streeth,5,,stɹɪp,stɹiːθ
8713,stripe,6,5,strich,5,,stɹaɪp,stɹɪtʃ
8714,strive,6,5,strave,5,,stɹaɪv,stɹeɪv
8715,striving,8,7,struving,7,,stɹaɪvɪŋ,stɹuːvɪŋ
8716,stroke,6,5,strose,5,,stɹoʊk,stɹoʊz
8717,stroll,6,5,strock,5,,stɹoʊl,stɹɑːk
8718,strong,6,5,stroms,6,,stɹɔŋ,stɹɑːmz
8719,stronger,8,7,stringen,8,,stɹɔŋɡɚ,stɹɪndʒən
8720,stronghold,10,9,strangheld,9,,stɹɔŋhoʊld,stɹæŋhɛld
8721,strongly,8,7,stranglo,8,,stɹɔŋli,stɹæŋɡloʊ
8722,struck,6,5,strack,5,,stɹʌk,stɹæk
8723,structure,9,8,strictude,9,,stɹʌktʃɚ,stɹɪktuːd
8724,struggle,8,7,strustle,8,,stɹʌɡəl,stɹʌsəl
8725,strung,6,5,stroonk,6,,stɹʌŋ,stɹuːŋk
8726,stubble,7,6,studdle,6,,stʌbəl,stʌdəl
8727,stubborn,8,7,studdorn,6,,stʌbɚn,stʌdɔːɹn
8728,stuck,5,4,sture,5,,stʌk,stjʊɹ
8729,stud,4,4,stush,4,,stʌd,stʌʃ
8730,student,7,7,stidesh,6,,stuːdənt,staɪdəʃ
8731,studied,7,6,stevied,6,,stʌdid,stɛvid
8732,studio,6,7,sturia,6,,stuːdɪoʊ,stjɚɹɪə
8733,studious,8,8,sturioes,7,,stuːdiəs,stjɚɹɪoʊz
8734,study,5,5,stidy,5,,stʌdi,staɪdi
8735,stuff,5,4,stugs,5,,stʌf,stʌɡz
8736,stuffy,6,5,stoffy,5,,stʌfi,stɑːfi
8737,stumble,7,7,shurmle,6,,stʌmbəl,ʃɜːməl
8738,stump,5,5,stimp,5,,stʌmp,stɪmp
8739,stun,4,4,ston,4,,stʌn,stɑːn
8740,stung,5,4,stune,5,,stʌŋ,stuːn
8741,stunk,5,5,stute,5,,stʌŋk,stuːt
8742,stunt,5,5,stoont,5,,stʌnt,stuːnt
8743,stupendous,10,10,stupinmous,9,,stuːpɛndəs,stuːpɪnməs
8744,stupid,6,7,stogid,6,,stuːpɪd,stɑːdʒɪd
8745,stupidity,9,10,sturidicy,9,,stuːpɪdᵻɾi,stjɚɹɪdɪsi
8746,stupidly,8,9,stupinry,8,,stuːpɪdli,stuːpɪnɹi
8747,sturdy,6,6,starty,6,,stɜːdi,stɑːɹɾi
8748,stutter,7,6,stugger,6,,stʌɾɚ,stʌɡɚ
8749,sty,3,3,smy,3,,staɪ,smaɪ
8750,style,5,4,styfe,4,,staɪl,staɪf
8751,stylish,7,6,stilist,7,,staɪlɪʃ,stɪlɪst
8752,stylist,7,7,stilirt,7,,staɪlɪst,stɪlɜːt
8753,suave,5,4,surze,4,,swɑːv,sɜːz
8754,sub,3,3,sug,3,,sʌb,sʌɡ
8755,subcommittee,12,9,subconcitree,11,,sʌbkəmɪɾiː,sʌbkənsɪtɹiː
8756,subconscious,12,9,subcomstrous,11,,sʌbkɑːnʃəs,sʌbkɑːmstɹəs
8757,subdivide,9,8,subduvade,8,,sʌbdᵻvaɪd,sʌbdʒuːveɪd
8758,subject,7,7,sabjict,7,,sʌbdʒɛkt,sæbdʒɪkt
8759,subjective,10,9,subjictave,9,,sʌbdʒɛktɪv,sʌbdʒɪkteɪv
8760,sublime,7,6,siblame,6,,sʌblaɪm,sɪbleɪm
8761,submarine,9,8,submopine,8,,sʌbmɚɹiːn,sʌbməpaɪn
8762,submerge,8,7,sudmarge,7,,səbmɜːdʒ,sʌdmɑːɹdʒ
8763,submerse,8,7,sudmelse,7,,səbmɜːs,sʌdmɛls
8764,submit,6,6,sulnit,6,,səbmɪt,sʌlnɪt
8765,subnormal,9,9,subnardal,9,,sʌbnɔːɹməl,sʌbnɑːɹdəl
8766,subordinate,11,10,subolducate,11,,sʌbɔːɹdᵻnət,sʌboʊlduːkeɪt
8767,subscribe,9,8,sibscrabe,8,,səbskɹaɪb,sɪbskɹeɪb
8768,subsequent,10,10,subsoquint,10,,sʌbsᵻkwənt,sʌbsəkwɪnt
8769,subsequently,12,12,subsuprentry,12,,sʌbsᵻkwəntli,sʌbsuːpɹɛntɹi
8770,subside,7,6,sulsade,6,,sʌbsaɪd,sʌlseɪd
8771,subsidize,9,8,subsodase,8,,sʌbsɪdaɪz,sʌbsədeɪs
8772,subsidy,7,7,subsony,7,,sʌbsɪdi,sʌbsəni
8773,substance,9,8,sobstarce,8,,sʌbstəns,sɑːbstɑːɹs
8774,substandard,11,11,substintard,11,,sʌbstændɚd,sʌbstɪntɑːɹd
8775,substantial,11,10,substinrial,11,,səbstænʃəl,sʌbstɪnɹɪəl
8776,substantiate,12,11,subclanriase,11,,səbstænʃɪeɪt,sʌbklɐnɹɪeɪs
8777,substitute,10,10,substotate,9,,sʌbstɪtuːt,sʌbstoʊteɪt
8778,substitution,12,12,subpritative,11,,sʌbstɪtuːʃən,sʌbpɹᵻteɪɾɪv
8779,substructure,12,11,substrictude,12,,sʌbstɹʌktʃɚ,sʌbstɹɪktuːd
8780,subterranean,12,11,subtorrinuan,12,,sʌbtɪɹeɪniən,sʌbtɔɹɪnuːən
8781,subtitle,8,7,subtorle,8,,sʌbtaɪɾəl,sʌbtɔːɹl
8782,subtle,6,4,sabmle,6,,sʌɾəl,sæbməl
8783,subtly,6,5,sibfly,6,,sʌɾəli,sɪbflaɪ
8784,subtract,8,8,sabtruct,8,,sʌbtɹækt,sæbtɹʌkt
8785,subtropical,11,11,subtripinal,11,,sʌbtɹɑːpɪkəl,sʌbtɹɪpɪnəl
8786,suburb,6,6,sibarb,6,,sʌbɜːb,sɪbɑːɹb
8787,suburban,8,8,subulbin,8,,səbɜːbən,sʌbəlbɪn
8788,subway,6,5,sabmay,5,,sʌbweɪ,sæbmeɪ
8789,succeed,7,6,sunneed,6,,səksiːd,sʌniːd
8790,succeeding,10,8,succooding,8,,səksiːdɪŋ,sʌkuːdɪŋ
8791,success,7,6,suttess,5,,səksɛs,sʌɾɛs
8792,successive,10,8,succissave,8,,səksɛsɪv,səksɪseɪv
8793,succulent,9,9,succirent,9,,sʌkjʊlənt,səksaɪɹənt
8794,suck,4,3,zick,3,,sʌk,zɪk
8795,suckle,6,5,sorkle,6,,sʌkəl,sɔːɹkəl
8796,suckling,8,7,sickping,6,,sʌklɪŋ,sɪkpɪŋ
8797,sucrose,7,6,socruse,6,,suːkɹoʊs,sɑːkɹuːs
8798,suction,7,6,surtive,6,,sʌkʃən,sɜːɾɪv
8799,sudden,6,4,suppen,5,,sʌdən,səpɛn
8800,sue,3,2,soif,3,,suː,sɔɪf
8801,suede,5,4,sulge,4,,sweɪd,sʌldʒ
8802,suffer,6,5,sulper,6,,sʌfɚ,sʌlpɚ
8803,suffice,7,5,suppice,5,,səfaɪs,səpɪsɛ
8804,sufficiency,11,9,suffulianty,10,,səfɪʃənsi,sʌfjuːliənti
8805,suffix,6,6,summix,6,,sʌfɪks,sʌmɪks
8806,suffocate,9,7,suffucase,7,,sʌfəkeɪt,sʌfjuːkeɪs
8807,suffocation,11,9,suffetative,9,,sʌfəkeɪʃən,sʌfiːɾətɪv
8808,suffrage,8,6,suddrage,6,,sʌfɹɪdʒ,sʌdɹɪdʒ
8809,sugar,5,5,sular,5,,ʃʊɡɚ,suːlɚ
8810,sugarcane,9,8,sugancase,8,,ʃʊɡɚkeɪn,suːɡɐŋkeɪs
8811,suggest,7,7,suppest,6,,sədʒɛst,səpɛst
8812,suggestion,10,9,suggistoon,8,,sədʒɛstʃən,sʌɡɪstuːn
8813,suicidal,8,7,suimidar,8,,suːɪsaɪdəl,suːɪmɪdɑːɹ
8814,suicide,7,6,suocade,6,,suːɪsaɪd,sjuːəkeɪd
8815,suit,4,3,soig,3,,suːt,sɔɪɡ
8816,suitability,11,10,suitabolany,10,,suːɾəbɪlᵻɾi,suːɾɐbɑːləni
8817,suitable,8,7,suitabro,7,,suːɾəbəl,suːtæbɹoʊ
8818,suitableness,12,10,suitagleress,10,,suːɾəbəlnəs,suːɾɐɡəlɹəs
8819,suitcase,8,6,suidcare,7,,suːtkeɪs,suːɪdkɛɹ
8820,suite,5,4,soite,3,,swiːt,sɔɪt
8821,suiting,7,5,soitive,5,,suːɾɪŋ,sɔɪɾɪv
8822,sulfur,6,6,silphor,6,,sʌlfɜː,sɪlfɚ
8823,sulfuric,8,9,sulphorin,8,,sʌlfjʊɹɹɪk,sʌlfɔːɹɪn
8824,sullen,6,5,surren,5,,sʌlən,sɚɹɛn
8825,sultan,6,5,salfan,6,,sʌltən,sɔlfən
8826,summarily,9,8,sumparicy,9,,sʌmɛɹᵻli,sʌmpɐɹɪsi
8827,summarize,9,7,summorase,7,,sʌmɚɹaɪz,sʌmɔːɹeɪz
8828,summary,7,6,summony,6,,sʌmɚɹi,sʌməni
8829,summer,6,5,sugger,5,,sʌmɚ,sʌɡɚ
8830,summit,6,5,suggit,5,,sʌmɪt,sʌɡɪt
8831,summon,6,5,suggon,5,,sʌmən,sʌɡən
8832,summons,7,6,sammots,6,,sʌmənz,sæmɑːts
8833,sundae,6,5,sindam,6,,sʌndeɪ,sɪndəm
8834,sung,4,3,sunt,4,,sʌŋ,sʌnt
8835,sunk,4,4,sugs,4,,sʌŋk,sʌɡz
8836,sunken,6,6,sinben,6,,sʌŋkən,sɪnbən
8837,sunlight,8,6,sinright,6,,sʌnlaɪt,sɪnɹaɪt
8838,sunrise,7,6,sinrose,6,,sʌnɹaɪz,sɪnɹoʊz
8839,sunset,6,6,sinsut,6,,sʌnsɛt,sɪnsʌt
8840,sunshine,8,6,sinscone,7,,sʌnʃaɪn,sɪnskoʊn
8841,superabundant,13,13,superobinrant,14,,suːpɚɹɐbʌndənt,suːpɚɹɑːbɪnɹənt
8842,superb,6,6,soperk,6,,suːpɜːb,soʊpɜːk
8843,superficial,11,10,supecbinial,11,,suːpɚfɪʃəl,suːpɪkbɪnɪəl
8844,superior,8,8,supomier,7,,suːpiəɹɪɚ,suːpəmiɚ
8845,supernatural,12,12,supernemutal,12,,suːpɚnætʃɚɹəl,suːpɚnɛmjuːɾəl
8846,superstructure,14,13,superstractend,13,,suːpɚstɹʌktʃɚ,suːpɚstɹæktɛnd
8847,supervise,9,8,suporvase,8,,suːpɚvaɪz,suːpɔːɹveɪs
8848,supervision,11,10,sucerbisive,10,,suːpɚvɪʒən,suːsɚbaɪsɪv
8849,supervisor,10,10,suternibor,10,,suːpɚvaɪzɚ,suːtɚnɪbɚ
8850,supervisory,11,11,supervosiry,10,,suːpɚvɪsɚɹi,suːpɚvɑːsaɪɚɹi
8851,supper,6,5,suzzer,5,,sʌpɚ,sʌzɚ
8852,supplement,10,9,supplorent,9,,sʌplɪmənt,səplɔːɹənt
8853,supplemental,12,10,supplomerdal,11,,sʌplɪmɛntəl,səploʊmɚdəl
8854,supply,6,5,suffly,5,,səplaɪ,sʌfli
8855,support,7,6,sippark,6,,səpɔːɹt,sɪpɑːɹk
8856,suppose,7,5,suffose,5,,səpoʊz,sʌfoʊs
8857,supposed,8,6,sippides,6,,səpoʊzd,sɪpaɪdz
8858,suppository,11,10,supposotany,10,,səpɑːzɪtɔːɹi,səpɑːsətəni
8859,suppress,8,6,sippriss,6,,səpɹɛs,sɪpɹɪs
8860,supremacy,9,9,supracaty,9,,suːpɹɛməsi,suːpɹəkeɪɾi
8861,supreme,7,6,soprime,6,,suːpɹiːm,sɑːpɹaɪm
8862,sure,4,3,soont,4,,ʃʊɹ,suːnt
8863,surface,7,6,sorfade,6,,sɜːfɪs,sɔːɹfeɪd
8864,surfboard,9,8,surtbeard,8,,sɜːfbɔːɹd,sɜːtbɪɹd
8865,surgeon,7,6,sarteon,6,,sɜːdʒən,sɑːɹɾɪən
8866,surgery,7,7,surguly,8,,sɜːdʒɚɹi,sɜːɡjuːli
8867,surgical,8,8,surgoral,8,,sɜːdʒɪkəl,sɜːɡɚɹəl
8868,surname,7,6,sarnate,6,,sɜːneɪm,sɑːɹneɪt
8869,surpass,7,6,sarpiss,6,,sɚpæs,sɑːɹpɪs
8870,surplus,7,7,sunplis,7,,sɜːplʌs,sʌnpliz
8871,surprise,8,7,sunprite,7,,sɚpɹaɪz,sʌnpɹaɪt
8872,surrender,9,8,surrinmer,8,,sɚɹɛndɚ,sɚɹɪnmɚ
8873,surrogate,9,7,surrugale,7,,sɜːɹəɡət,sɚɹuːɡeɪl
8874,surround,8,6,suppound,6,,sɚɹaʊnd,səpaʊnd
8875,survey,6,5,sarvoy,5,,sɜːveɪ,sɑːɹvɔɪ
8876,surveying,9,7,survoying,7,,sɚveɪɪŋ,sɚvɔɪɪŋ
8877,survive,7,6,sarvave,6,,sɚvaɪv,sɑːɹveɪv
8878,susceptible,11,10,susmetrinle,11,,səsɛptᵻbəl,sʌsmɪtɹɪnəl
8879,suspect,7,7,surpict,7,,sʌspɛkt,sɜːpɪkt
8880,suspend,7,7,surlend,7,,səspɛnd,sɜːlɛnd
8881,suspense,8,7,surpelse,7,,səspɛns,sɜːpɛls
8882,suspicion,9,8,susporion,9,,səspɪʃən,səspɔːɹiən
8883,sustain,7,6,sistope,6,,səsteɪn,sɪstoʊp
8884,swab,4,4,swib,4,,swɑːb,swɪb
8885,swallow,7,5,swaffow,5,,swɔloʊ,swɑːfaʊ
8886,swam,4,4,swal,4,,swæm,swɑːl
8887,swamp,5,5,swimp,5,,swɑːmp,swɪmp
8888,swan,4,4,swin,4,,swɑːn,swɪn
8889,swap,4,4,swof,4,,swɑːp,swɑːf
8890,swarm,5,5,swarth,5,,swɔːɹm,swɔːɹθ
8891,swastika,8,8,swastoki,8,,swæstɪkə,swæstoʊki
8892,swat,4,4,snat,4,,swɑːt,snæt
8893,sway,4,3,scay,3,,sweɪ,skeɪ
8894,swear,5,4,sweer,4,,swɛɹ,swɪɹ
8895,sweat,5,4,swoot,4,,swɛt,swuːt
8896,sweater,7,6,sweaker,6,,swɛɾɚ,swiːkɚ
8897,swede,5,4,swemp,5,,swiːd,swɛmp
8898,Swedish,7,6,slegish,6,,swiːdɪʃ,slɛdʒɪʃ
8899,sweep,5,4,swees,4,,swiːp,swiːz
8900,sweepstakes,11,9,sweetspakes,9,,swiːpsteɪks,swiːtspeɪks
8901,sweetbread,10,8,sweepbroad,8,,swiːtbɹɛd,swiːpbɹɔːd
8902,sweeten,7,5,sweepen,6,,swiːʔn̩,swiːpən
8903,sweetheart,10,8,sweephearl,8,,swiːthɑːɹt,swiːfɪɹl
8904,swell,5,4,swash,4,,swɛl,swɑːʃ
8905,swept,5,5,swelf,5,,swɛpt,swɛlf
8906,swerve,6,5,swelve,5,,swɜːv,swɛlv
8907,swift,5,5,swirk,5,,swɪft,swɜːk
8908,swim,4,4,snim,4,,swɪm,snɪm
8909,swimsuit,8,7,swumsait,7,,swɪmsuːt,swʌmseɪt
8910,swindle,7,6,swangle,7,,swɪndəl,swɑːŋɡəl
8911,swine,5,4,swink,5,,swaɪn,swɪŋk
8912,swing,5,4,swiet,5,,swɪŋ,swaɪət
8913,swipe,5,4,swice,4,,swaɪp,swaɪs
8914,swirl,5,5,swirm,5,,swɜːl,swɜːm
8915,swish,5,4,swive,4,,swɪʃ,swaɪv
8916,Swiss,5,4,swile,4,,swɪs,swaɪl
8917,switch,6,4,swikes,5,,swɪtʃ,swaɪks
8918,swivel,6,6,swoven,6,,swɪvəl,swoʊvən
8919,swollen,7,6,sninlet,7,,swoʊlən,snɪnlɪt
8920,swoop,5,4,swood,4,,swuːp,swʊd
8921,sword,5,4,swork,5,,sɔːɹd,swɜːk
8922,swordsman,9,8,swurdsten,9,,sɔːɹdzmən,swɜːdsʔn̩
8923,swore,5,4,swone,4,,swɔːɹ,swʌn
8924,sworn,5,5,swold,5,,swɔːɹn,swoʊld
8925,swung,5,4,swong,4,,swʌŋ,swʌŋɡ
8926,syllable,8,7,syllomle,7,,sɪləbəl,sɪlɑːməl
8927,syllabus,8,7,syllobis,7,,sɪlæbəs,sɪləbɪs
8928,symbolic,8,8,symbilin,8,,sɪmbɑːlɪk,sɪmbɪlɪn
8929,symbolism,9,10,symbilive,8,,sɪmbəlɪzəm,sɪmbɪlɪv
8930,symbolization,13,12,symboloramion,13,,sɪmbəlᵻzeɪʃən,sɪmbəlɔːɹæmiən
8931,symbolize,9,8,symbilase,8,,sɪmbəlaɪz,sɪmbɪleɪz
8932,symmetrical,11,10,symcetniral,11,,sɪmɛtɹɪkəl,sɪmsɪtnɜːɹəl
8933,symmetry,8,7,symmopry,7,,sɪmətɹi,sɪmɑːpɹi
8934,sympathetic,11,10,symcatherid,10,,sɪmpəθɛɾɪk,sɪmkɐθɜːɹɪd
8935,sympathize,10,8,sympothaze,8,,sɪmpəθaɪz,sɪmpəθeɪz
8936,sympathy,8,7,symlaphy,7,,sɪmpəθi,sɪmlæfi
8937,symphony,8,7,symphury,7,,sɪmfəni,sɪmfjʊɹi
8938,symptom,7,7,sampten,7,,sɪmptəm,sæmpʔn̩
8939,synchronize,11,9,synchrulize,9,,sɪŋkɹənaɪz,sɪŋkɹəlaɪz
8940,syndicate,9,8,syncidate,8,,sɪndᵻkeɪt,sɪnsᵻdeɪt
8941,syndication,11,10,synpitative,10,,sɪndɪkeɪʃən,sɪnpᵻteɪɾɪv
8942,syndrome,8,7,sandrame,7,,sɪndɹoʊm,sændɹeɪm
8943,synonym,7,7,synurym,7,,sɪnənɪm,sɪnjʊɹɪm
8944,synonymous,10,9,syninymion,10,,sɪnɑːnɪməs,sɪnɪnɪmiən
8945,synthesis,9,8,synthasus,8,,sɪnθəsɪs,sɪnθæsəs
8946,synthetic,9,8,synthotin,8,,sɪnθɛɾɪk,sɪnθətɪn
8947,syringe,7,6,sarunge,6,,sɪɹɪndʒ,sɑːɹɹʌndʒ
8948,syrup,5,5,sarub,5,,sɪɹʌp,sɑːɹɹʌb
8949,system,6,6,syntey,5,,sɪstəm,sɪnti
8950,systematic,10,10,systeretid,10,,sɪstəmæɾɪk,sɪstɚɹɛɾɪd
8951,systemize,9,8,systamase,8,,sɪstɪmaɪz,sɪstɐmeɪs
8952,tab,3,3,tob,3,,tæb,tɑːb
8953,table,5,5,tomle,5,,teɪbəl,tɑːməl
